region_id,timestamp_local,price_usd_kwh,tariff_name,source
CAISO,2026-01-01 00:00:00,0.11880740392011739,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 01:00:00,0.11531088913245534,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 02:00:00,0.10974873734152917,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 03:00:00,0.1025,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 04:00:00,0.09405866657858825,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 05:00:00,0.085,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 06:00:00,0.07594133342141177,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 07:00:00,0.0675,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 08:00:00,0.06025126265847084,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 09:00:00,0.05468911086754464,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 10:00:00,0.051192596079882614,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 11:00:00,0.05,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 12:00:00,0.051192596079882614,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 13:00:00,0.054689110867544646,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 14:00:00,0.06025126265847084,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 15:00:00,0.0675,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 16:00:00,0.07594133342141177,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 17:00:00,0.085,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 18:00:00,0.11905866657858824,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 19:00:00,0.1275,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 20:00:00,0.13474873734152917,CAISO_OASIS_LMP,caiso_lmp.csv
CAISO,2026-01-01 21:00:00,0.14031088913245535,CAISO_OASIS_LMP,caiso_lmp.csv
